"id","clubName","clubID","clubCity","clubEmail","clubWebsite","clubPhone"
"236","FC 't Hoekje/Toyota Oldenzaal","BBKZ369","OLDENZAAL","rickhuttenhuis@hotmail.com","http://www.thoekje.nl","0541-853785"
"237","Olympia'18","BBJH81O","BOXMEER","secretaris@olympia18.nl","http://www.olympia18.nl",
"238","Vessem","BBJD99F","VESSEM","a.schriders@kpnmail.nl","http://www.vvvessem.nl","0497-591305"
"239","RFC 2000","FTRF71B","ROTTERDAM","ravage@telfort.nl",,"0653630720"
"240","DZC'09","MMJH528","DREISCHOR","peter.margaret@hetnet.nl",,"06-22907507"
"241","IJsselvogels","BBFC15M","MOORDRECHT","vos@alfrink.nl",,"0641814227"
"242","WICO","BBDZ582","ROTTERDAM","bojan_sobocan@hotmail.com",,"06-51202508"
"243","Reunie","BBKX495","BORCULO","info@vvreunie.nl","http://www.vvreunie.nl","0545-271715"
"244","SVC 2000","BBJV25C","ROERMOND","secretaris@svc-2000.nl","https://www.svc-2000.nl","06-14730437"
"245","DSE","BBJC54R","ETTEN-LEUR","secretaris@vvdse.nl","http://www.vvdse.nl","06-50941542"
"246","Futsal Heerenveen","MDZL40C",,"futsalheerenveen@gmail.com","http://www.futsalheerenveen.nl","0644520204"
"247","SC Berlikum","BBBC06M","BERLTSUM","info@scberlikum.nl","http://www.scberlikum.nl","0518-461606"
"248","Kilder","BBKS09W","KILDER","secretaris@svkilder.nl","http://www.svkilder.nl/",
"249","Harkema Opeinde","BBBD74G","HARKEMA","secretaris@vvharkema-opeinde.nl","http://www.vvharkema-opeinde.nl","0512362040"
"250","Vitesse Delft","BBGW26V","DELFT","secretaris@vitessedelft.nl","http://www.vitessedelft.nl","015-2613370"
"251","Sporting Leiden","BBGX332","LEIDEN","info@sportingleiden.nl","http://www.sportingleiden.nl","06-42150787"
"252","SJO SWB","GGPB223","WEITEVEEN","info@vvschoonebeek.nl","http://www.vvschoonebeek.nl","0629081679"
"253","IJFC","BBCC80R","IJSSELSTEIN UT","info@ijfc.nl","http://www.ijfc.nl","030-6887151"
"254","Groessen","BBKS99T","GROESSEN","voetbalbestuur@sportclubgroessen.nl","http://www.sportclubgroessen.nl",
"255","GVV'63","BBHX166","GAMEREN","wa@vmdr.nl","http://www.gvv63.nl","0418-515721"
"256","Westlandia","BBGW614","NAALDWIJK","algemeen@rkvv-westlandia.nl","http://www.rkvv-westlandia.nl","0174-626638"
"257","SV Vechtzoom","RSHB24K","UTRECHT","svvechtzoom-voetbal@outlook.com","http://svvechtzoom.nl/","0645886815"
"258","CSVC","BBBB698","COEVORDEN","info@csvc.nl","http://www.csvc.nl/","0638819276"
"259","Rijperkerk","BBBB94C","RYPTSJERK","moniquedegraaf89@gmail.com","http://www.vvrijperkerk.nl","0511-432359"
"260","OWIOS","BBKY79J","OLDEBROEK","secretaris@owios.nl","http://www.owios.nl",
"261","Elistha","BBKX303","ELST GLD","s.c.elistha@hetnet.nl","http://www.sc-elistha.nl","0481-371879"
"262","RVVH","BBFC697","RIDDERKERK","f2hhvdsluis@hetnet.nl","http://www.rvvh.nl","0180-428141"
"263","Spoordonkse Boys","BBJC39Q","OIRSCHOT","info@spoordonkseboys.nl","http://www.spoordonkseboys.nl","06-40552332"
"264","CVO","BBBB80F","VROUWENPAROCHIE","sinnepleats@zonnet.nl","http://www.vvcvo.nl","0518-400006"
"265","NEO","BBKS49E","BORNE","peterspek63@gmail.com","https://www.rksvneo.nl","074-2663632"
"266","De Monnik","BBBF68R","SCHIERMONNIKOOG","huizinghans@gmail.com","http://www.vvdemonnik.nl","0622476334"
"267","Westendorp","BBKW98E","WESTENDORP","secretaris@sportverenigingwestendorp.nl","http://www.sportverenigingwestendorp.nl/","0650746978"
"268","I.B.C.'03","GGTW95O","MAASTRICHT","anton90@live.nl","http://www.ibc03.nl","06-21700598"
"269","HVCH","BBJF71B","HEESCH","voorzitter@hvch.nl","http://www.hvch.nl","06-22474408"
"270","zvv Urk","BBBC91E","URK","harmsnoek_86@hotmail.com","http://www.zvvurk.nl","06-13786704"
"271","SVO DVC""16","RSQG86Q","EIJSDEN","f.vluggen@tregout.nl","http://www.dvc-16.nl/","06-21998100"
"272","Hapert","BBJK55Y","HAPERT","secretariaat@vvhapert.nl","http://www.vvhapert.nl","0497-380805"
"273","TVV","BBLG67X","ENSCHEDE","info@tvv-enschede.nl","http://www.tvv-enschede.nl","053-4352337"
"274","DVS Haarlem","BBCZ72T","HAARLEM","dvszaalvoetbal@outlook.com",,"0639144008"
"275","De Lenco's","BBCB60G","PUTTEN","info@lencos.nl","http://www.lencos.nl","0650855921"
"276","Ariston'80","BBGV09J","DELFT","secretaris@ariston80.nl","http://www.ariston80.nl","0633025596"
"277","ZAP","BBFZ54C","BREEZAND","secretaris@zap-voetbal.nl","http://www.zap-voetbal.nl","0223-520071"
"278","GRC Groningen","BBBD388","GRONINGEN","bestuur@grcgroningen.nl","http://grcgroningen.nl","050-5260649"
"279","RODA '23  Rksv","BBCY67Q","AMSTELVEEN","secretaris@roda23.nl","http://www.roda23.nl","06-50686058"
"280","IVV","BBFW42Q","LANDSMEER","brenk168@planet.nl","http://www.ivvlandsmeer.nl","020-4821937"
"281","Leunen","BBJS75C","LEUNEN","bas.stoks@gmail.com","http://www.svleunen.nl","0478-588245"
"282","Zeist","BBBZ42D","HUIS TER HEIDE UT","info@svzeist.nl","http://www.svzeist.nl","0641690441"
"283","Zeerobben","BBBF56M","HARLINGEN","info@zeerobben.nl","http://www.zeerobben.nl","0517-413841"
"284","Baardwijk","BBHV12Q","WAALWIJK","secretaris@vvbaardwijk.nl","https://www.vvbaardwijk.nl/","0416-333727"
"285","RZV OWS'88","BBJK594","SLIEDRECHT","wilcostruijk@hotmail.com","http://www.ows88.nl","06-41461254"
"286","Meiteam, zvv","BBGZ70V","LEIDERDORP","hjlangezaal@live.nl",,"071 5163535"
"287","Raalte","BBKX05J","RAALTE","voetbal@svraalte.nl","http://www.svraalte.nl","0613396074"
"288","SAB","BBHY35G","BREDA","secretaris@svsabbreda.nl","http://www.svsabbreda.nl",
"289","Rijneveen, rsv","FRKT307","BLEISWIJK","martinptrs@gmail.com",,"0651755169"
"290","Den Hoorn","BBGV37U","DEN HOORN ZH","secretaris@svdenhoorn.nl","http://svdenhoorn.nl",
"291","HHCombi","NXYN72B","HIJKEN","feike.oenema@holti.nl","http://www.hhcombi.nl","06-38915862"
"292","Boekoel","BBJS534","SWALMEN","d.clumpkens@hotmail.com","http://www.vvboekoel.nl","06-19209248"
"293","DCV","BBDY74X","KRIMPEN AAN DEN IJSSEL","secretaris@dcvkrimpen.nl","http://dcvkrimpen.nl","0180-512397"
"294","'t Goy","BBCC55D","'T GOY","info@vvtgoy.nl","http://www.vvtgoy.nl","030-6011721"
"295","OJC ROSMALEN","BBJG44A","ROSMALEN","servicedesk@ojcrosmalen.nl","http://www.ojcrosmalen.nl","073-5217578"
"296","Stedebroec s.v.","BBFZ45A","GROOTEBROEK","karin.sahaka@hotmail.com",,"0228-515311"
"297","Vedette zvv / De Remise","FZYJ83F","LANDSMEER","sporthallandsmeer@gmail.com",,"06-20425811"
"298","OSC","BBKS83K","NIJMEGEN","secretaris@vvosc.nl","http://www.vvosc.nl","024-3480333"
"299","WBSV","BBFX15P","WESTBEEMSTER","secretaris@vvwbsv.nl","http://www.vvwbsv.nl","0655932134"
"300","Oirschot Vooruit","BBJH77R","OIRSCHOT","bestuur@oirschot-vooruit.nl","http://www.oirschot-vooruit.nl","0499-573906"
"301","FC Wolvega","BBBF53J","WOLVEGA","bestuur@fcwolvega.nl","http://www.fcwolvega.nl","06-17383208"
"302","Oostergo","BBBD50G","EE","info@vvoostergo.nl","http://www.vvoostergo.nl","0519-518768"
"303","Boca/BlueSun Zonnestudio's","NKTJ02Q","EINDHOVEN","marcel@bluesun.nl",,"0624308708"
"304","Valleivogels","BBCC73H","SCHERPENZEEL GLD","info@valleivogels.nl","http://www.valleivogels.nl","0332772773"
"305","Jisp","BBFW47V","JISP","secretariaat@vvjisp.nl","http://www.vvjisp.nl","0623187405"
"306","Sparta E.","BBKT84Q","ENSCHEDE","secretariaat@sparta-enschede.nl","http://www.sparta-enschede.nl","06-53581674"
"307","SJO/SSA HMC '17","SLQP35P","HARREVELD","secretariaat@hmc17.nl","http://www.hmc17.nl",
"308","Luctor Heinkenszand","SLXZ015","HEINKENSZAND","secretaris@luctorheinkenszand.nl","http://www.luctorheinkenszand.nl","06-50837035"
"309","S.V. Roggel","BBJW873","ROGGEL","gvullers@planet.nl","http://www.svroggel.nl","0475-497680"
"310","zvv Grijpskerk","FWVQ27G","GRIJPSKERK","e.r.turksema@hotmail.com",,"0634278191"
"311","SCW","BBCY76S","RIJSENHOUT","secretaris@scwrijsenhout.nl","https://www.scwrijsenhout.nl/","0297-331818"
"312","HVV","BBGW16S","'S-GRAVENHAGE","flora.vanlaer@konhcvv.nl","https://www.konhcvv.nl/index.php?page=HomeVoetbal&linktomenu+ish","070-3248361"
"313","SVE","BBJT02N","EINIGHAUSEN","bestuur@sve-einighausen.nl","http://www.sve-einighausen.nl","06-48936144"
"314","Alphense Boys","BBGZ75Q","ALPHEN AAN DEN RIJN","info@alphenseboys.nl","http://www.alphenseboys.nl","0172-492774"
"315","Beverwijk","BBFW14J","BEVERWIJK","m.kluft@casema.nl","http://svbeverwijk.nl","06-53328732"
"316","Mifano","BBJK756","MIERLO","secretaris@mifano.nl","http://www.mifano.nl","06-22241201"
"317","s.v. Laar","BBJV28F","WEERT","secretaris@svlaar.nl","http://www.voetbal-svlaar.nl","00491729728164"
"318","TransvaliaZW","BBDZ48X","ROTTERDAM","ledenadministratie@transvaliazw.nl","https://www.transvaliazw.nl/","010-4809483"
"319","Voorwaarts V.","BBKW16M","WESTERHAAR-VRIEZENV WIJK","secretariaat@vvvoorwaarts.nl","http://www.vvvoorwaarts.nl","06-27232786"
"320","Rood Zwart","BBKX76B","DELDEN","info@roodzwart.nl","http://www.roodzwart.nl","0657234681"
"321","Rillandia","BBHY19E","RILLAND","puik@zeelandnet.nl","http://www.vvrillandia.nl","0113-552246"
"322","Olympia","BBFC37U","GOUDA","secretaris@gcfc-olympia.nl","http://www.gcfc-olympia.nl","0182-515354"
"323","Oerterp","BBBB70C","URETERP","prozee@ureterp.com","http://www.vv-oerterp.nl","0512-302113"
"324","ZA/ Bluedesk Internet","BBFZ335","ALKMAAR","ewildschut@hotmail.com","http://www.bluedeskzaalvoetbal.nl","072-5612771"
"325","Taurus","BBGZ44G","DELFT","svvvtaurus@gmail.com","http://www.svvvtaurus.nl/",
"326","DCS","BBKW51T","ZEVENAAR","hamjansen@hotmail.com","http://www.svdcs.nl","0316-524367"
"327","CSV'28","BBKR558","ZWOLLE","secretaris@csv28zwolle.nl","http://www.csv28zwolle.nl","038-4604613"
"328","DGAC","BBGB05H","WARMENHUIZEN","mike.bekker@quicknet.nl","http://www.dgac.nl","06-46731539"
"329","Haanrade","BBJS59A","KERKRADE","elco_buijs@msn.com","http://www.haanrade.com","06-52122094"
"330","RZV Heeswijk Dinther  Loosbroek","FXKV235","HEESWIJK-DINTHER","hans.megens@home.nl","http://www.zaalvoetbalhdl.nl/","0413-293013"
"331","Krayenhoff","BBKS04R","NIJMEGEN","vv.krayenhoff@kpnmail.nl","http://www.krayenhoff.com","024-7507330"
"332","ATIK","MDTL666","APELDOORN","info@atik-apeldoorn.nl","http://www.atik-apeldoorn.nl","06-41194428"
"333","FC Brasil '77","BBKZ53C","ULFT","thijs.jolink@gmail.com","http://www.brasil77.nl","06-23755232"
"334","zvv Borger","BBBJ17V","BORGER","boommarco@hotmail.com",,"06-24819099"
"335","Leovardia","PWDJ81V","LEEUWARDEN","secretaris@scleovardia.nl","http://www.scleovardia.nl","058-2666111"
"336","Kockengen","BBBZ48J","KOCKENGEN","secretaris@vvkockengen.nl","http://www.vvkockengen.nl","06-46558030"
"337","VIOS V.","BBKS65G","VAASSEN","secretaris@viosvaassen.nl","http://www.viosvaassen.nl","0578-573156"
"338","ZZV/Café Rooie Jan","BBKV00E","ZEVENAAR","jberendsen31@hotmail.com",,"+31640124008"
"339","Noordster","BBBC21R","OUDE PEKELA","secretaris@vvnoordster.com","http://www.vvnoordster.com","0597-613764"
"340","FC Engelen","BBJD22L","'S-HERTOGENBOSCH","bestuur@fcengelen.nl","http://www.fcengelen.nl","073-6313446"
"341","RZV Sint Oedenrode","FJJX492","SINT-OEDENRODE","nickdelaat@gmail.com",,"06-14548747"
"342","ZVV Middelburg","SVZN60W","MIDDELBURG","secretaris@zvvmiddelburg.nl","zvvmiddelburg.nl","0118236036"
"343","Schalkhaar","BBKV059","SCHALKHAAR","secretaris@svschalkhaar.nl","http://www.svschalkhaar.nl/","0570-623512"
"344","Sv Zalk","BBKW13J","ZALK","matthijsbuter@gmail.com","http://www.svzalk.nl",
"345","Conventus'03","GGTW96P","KONINGSBOSCH","secretariaat@conventus03.nl","http://www.conventus03.nl","0475-785429"
"346","ABS","BBKX20Y","BATHMEN","secr.voetbal@absbathmen.nl","https://voetbal.absbathmen.nl","0570-541001"
"347","Zwart Wit '63","BBCC88P","HARDERWIJK","secretaris@zwartwit63.nl","https://www.zwartwit63.nl/","0341-412659"
"348","FC Axel","BBHT34O","AXEL","secretariaat@fcaxel.com","http://www.fcaxel.com","0115-564860"
"349","Bakhuizen","BBBG71S","BAKHUIZEN","marcovanderpal@gmail.com","http://www.rkvvbakhuizen.nl","06-46136816 "
"350","FC Suryoye-Mediterraneo","BBKR50D","ENSCHEDE","info@fcsuryoye.nl","http://www.fcsuryoye.nl","0610878944"
"351","HRC'14","QLCC82I","HURWENEN","boer038@hetnet.nl","http://www.hrc14.nl","06-47943547"
"352","Daalhof","BBJT80P","MAASTRICHT","info@vvdaalhof.nl","http://www.vvdaalhof.nl","043-3471744"
"353","Jan van Arckel","BBJF97N","AMMERZODEN","secretaris@vv-janvanarckel.nl","http://www.vv-janvanarckel.nl/","073-5949400"
"354","Read Swart","BBBD09U","DE KNIPE","renee.jongsma@hetnet.nl","http://www.read-swart.nl","0513-464319"
"355","Rood Zwart Baflo","FWVQ39L","BAFLO","j.stavenga@roodzwartbaflo.nl","http://roodzwartbaflo.nl","06 55802079"
"356","LAC Frisia 1883","BBBC24U","LEEUWARDEN","secretaris@lacfrisia1883.nl","https://www.lacfrisia1883.nl","058-2130346"
"357","VV Alkmaar","SLQR498","ALKMAAR","vvalkmaarvz@gmail.com","http://www.vvalkmaar.nl","06-11511241"
"358","HVV'24","BBJL86F","HULST","kennyvermunt@gmail.com","http://www.hvv24.nl","06-83589058"
"359","Molenschot","BBHY127","MOLENSCHOT","info@vvmolenschot.nl","http://www.vvmolenschot.nl","06-27136598"
"360","Heerewaarden","BBJD733","HEEREWAARDEN","beheerdersvh@hotmail.com","https://www.svheerewaarden.com",
"361","TLC","PJSY876","LEEK","hansinninghe@gmail.com","http://www.vvtlc.nl","06-28758379"
"362","DES Swalmen","BBJW976","SWALMEN","secretaris@desswalmen.nl","http://www.desswalmen.nl","0475-501464"
"363","Neerbeek RKVV","BBJT82H","BEEK LB","secretaris-vvneerbeek@outlook.com","http://www.vvneerbeek.com","06-55123885"
"364","Nieuw Sloten sv","GKLB97B","AMSTERDAM","info@nieuw-sloten.nl","http://www.nieuw-sloten.nl","06-51992464"
"365","Bodegraven","BBDY56T","BODEGRAVEN","secretariaat@vvbodegraven.nl","http://www.vvbodegraven.nl","06-42540417"
"366","Blerick","BBJS523","VENLO","secretaris@svblerick.nl","http://www.svblerick.nl","077-3872970"
"367","Zaalvoetbal Vereniging Ommen","BBKT94T","OMMEN","info@zaalvoetbalommen.nl","http://www.zaalvoetbalommen.nl","0611585534"
"368","VZ '81","BBFB843","BARENDRECHT","f.wuijts@tsubaki.eu",,"0180 612072"
"369","Ouderkerk sv.","GFBG88B","OUDERKERK AAN DE AMSTEL","ledenadministratie@svouderkerk.nl","http://svouderkerk.slclubsite.nl","020-4963502"
"370","ODB","BBGW382","'S-GRAVENHAGE","secretaris@hvvodb.nl","http://www.hvvodb.nl","0624820057"
"371","Heeswijk","BBJK583","HEESWIJK-DINTHER","secretariaat@vvheeswijk.nl","http://www.vvheeswijk.nl","0413-293352"
"372","Onderdendam","BBBC79G","ONDERDENDAM","info@svonderdendam.nl","http://www.svonderdendam.nl","06-46762108"
"373","Excelsior '31","BBKT04W","RIJSSEN","secretaris@excelsior31.nl","http://www.excelsior31.nl","06-48106210"
"374","AVIOS","BBKS173","ALPHEN GLD","secretaris@sv-avios.nl","http://www.sv-avios.nl","0487562312"
"375","Capelle","BBFC02C","CAPELLE AAN DEN IJSSEL","info@vvcapelle.nl","http://www.vvcapelle.nl","010-4505519"
"376","TOP Oss","SWBV90Q","OSS","info@toposs.nl","http://www.toposs.nl","0412-690566"
"377","Medemblik FC","BBFZ73H","MEDEMBLIK","medlbood@quicknet.nl","http://www.fcmedemblik.nl","0227-542952"
"378","Dirkshorn","BBFW65Z","DIRKSHORN","henkrijs@hotmail.com","http://www.vvdirkshorn.nl","0224-551698"
"379","Dieze West","BBKY82F","ZWOLLE","jessicamulder@home.nl","http://www.diezewest.nl",
"380","GSBW","BBJD20T","GOIRLE","secretaris@gsbw.nl","http://www.gsbw.nl","013-5342995"
"381","TABA  afc","BBDB51B","AMSTERDAM","secretaris@afctaba.nl","https://www.afctaba.nl","06-18013803"
"382","Beerse Boys","BBHV35Z","OOST WEST EN MIDDELBEERS","martin.kroos1953@gmail.com","https://www.beerseboys.nl","06-46580800"
"383","SC Feyenoord","BBFC24O","ROTTERDAM","pca@feyenoordav.nl","http://www.sportclubfeyenoord.com","010-2916997"
"384","Zeemacht","BBFZ55D","DEN HELDER","secretariaat@zeemacht.nl","http://www.zeemacht.nl","0223-637743"
"385","TOG","BBCZ068","AMSTERDAM","mbourquin@live.nl","http://www.avvtog.nl","06 34219980"
"386","GVV","BBJD34Q","GELDERMALSEN","info@gvv-geldermalsen.nl","http://www.gvv-geldermalsen.nl","0345-573171"
"387","AVW '66","BBKS93N","WESTERVOORT","bestuur@avw66.nl","http://www.avw66.nl","026-3118679"
"388","SSW","BBJC15G","DORDRECHT","secretaris@vvssw.nl","http://www.vvssw.nl","0621860040"
"389","SJO Rijnland - Gelders Eiland","RSQZ526","TOLKAMER","s.rijnland2@kpnplanet.nl","https://www.sc-rijnland.nl",
"390","Maarssen","BBCC45A","MAARSSEN","info@vvmaarssen.nl","https://www.vvmaarssen.nl","0900-8862"
"391","Waterloo","BBCZ34J","DRIEHUIS NH","info@vvwaterloo.nl","http://www.vvwaterloo.nl","0255-518832"
"392","Wageningen","BBKR08Q","WAAGENINGEN","j.vliege@planet.nl","http://www.wvv-wageningen.nl","0317-416542"
"393","Steenbergen","BBJC808","STEENBERGEN NB","secretaris@vvsteenbergen.nl","http://www.vvsteenbergen.nl","06-38315180"
"394","Klundert","BBJF90Q","KLUNDERT","advanwingerden@planet.nl","http://www.vvklundert.nl","0168-403500"
"395","HS'88","BBBD16Y","HOOGEZAND","jj.hofstra@home.nl","http://www.hs88.nl","06-24685252"
"396","Panningen","BBJW77Y","PANNINGEN","markdaniels@home.nl","http://www.svpanningen.nl","06-42152454"
"397","MSC/Amslod","BBBJ19X","MEPPEL","secretaris@mscmeppel.nl","http://www.mscmeppel.nl","0522-252220"
"398","Forza Almere","LZTV294","ALMERE","info@forza-almere.nl","http://www.forza-almere.nl","06-229596638"
"399","Unitas","BBJC71U","GORINCHEM","info@gvvunitas.nl","http://www.gvvunitas.nl","0183-633526   06-83555141"
"400","SDW","BBCY77T","AMSTERDAM","secretaris@ascsdw.nl","http://www.ascsdw.nl","06-49097815"
"401","Beemster","BBFW52T","MIDDENBEEMSTER","secretaris@svbeemster.nl","http://www.svbeemster.nl","0299-683070"
"402","Goes","BBHV513","GOES","adekoning@zeelandnet.nl","http://www.vvgoes.nl","0113-220865"
"403","SJC","BBGX309","NOORDWIJK ZH","secretaris@vvsjc.nl","http://vvsjc.nl","071-3614530"
"404","SDO","BBCC54C","BUSSUM","sdo@sdobussum.nl","http://www.sdobussum.nl","035-6914185"
"405","Baarn sv","BBCC40F","BAARN","secretaris@svbaarn-voetbal.nl","http://www.svbaarnvoetbal.nl","06-41138708"
"406","SC Millingen","FKCL94G","MILLINGEN AAN DE RIJN","secretaris@scmillingen.nl","http://www.scmillingen.nl","06-82673707"
"407","VV HEBES","BBJS718","BEEGDEN","secretariaat@vvhebes.nl","http://www.vvhebes.nl","06-14642783  /  0475-57 06 97"
"408","Swift Boys","BBDZ46V","ROTTERDAM","louisiana@tiscali.nl",,"010-4112633"
"409","Eendracht '82  sc.","BBCY16A","AMSTERDAM","sceendracht82@outlook.com",,
"410","SBC","BBHY50R","SON EN BREUGEL","info@vvsbc.nl","http://www.vvsbc.nl","0499-473393"
"411","DUNO","BBGV24O","'S-GRAVENHAGE","acbrugman@gmail.com","http://www.hsvduno.nl","06-33567932"
"412","Wodanseck","BBKS427","WOLFHEZE","secretaris@wodanseck.net","http://www.wodanseck.nl","0630984234"
"413","vv Ede/Victoria","FZSZ67H","EDE GLD","info@ede-victoria.nl","http://www.ede-victoria.nl","0625035485"
"414","Jonge Spartaan, de","FXTV21W","MIDDELHARNIS","secretaris@dejongespartaan.nl","https://www.dejongespartaan.nl","0187-480312"
"415","DEC '10","NXTG70H","DIEPENHEIM","biensekleinbraskamp@hotmail.com",,"06-43763923"
"416","SCP","BBKT248","PUIFLIJK","bestuur@vv-scp.nl","http://www.vv-scp.nl","06-13392856"
"417","Volharding","BBJX14I","VIERLINGSBEEK","sandra.janssen26@gmail.com","http://www.rkvv-volharding.nl/","06-51888032"
"418","Drienerlo","BBKV15G","ENSCHEDE","bestuur@vvdrienerlo.nl","http://www.vvdrienerlo.nl","06-26364034"
"419","Gomos","BBBD274","NORG","e.blokzijl@unive.nl","http://www.gomos.nl","06-51812523"
"420","Velsen  Rkvv","BBCZ18H","DRIEHUIS NH","r.j.dehaas@hotmail.com","http://rkvv-velsen.nl","023-5393048"
"421","Hauwert 65","BBFW49X","HAUWERT","nielsvelthorst@hotmail.com","http://www.hauwert65.nl","06-18582138"
"422","IASON","BBJT00V","VALKENBURG","dannydullens@hotmail.com","http://www.vviason.nl","0436041173"
"423","V en L","BBKR40A","TERWOLDE","secretaris@svvenl.nl","http://www.svvenl.nl","06-18684898"
"424","SC Welberg","BBJF87K","STEENBERGEN NB","secretaris@scwelberg.nl","http://scwelberg.nl","0167500571"
"425","RKPSC","BBKV33K","PANNERDEN","secretaris@rkpsc.com","http://www.rkpsc.com","06-51635692"
"426","DOSC","BBCC08V","DEN DOLDER","john.oostenbruggen@hotmail.com","http://dosc.nl","030-2281439"
"427","Herovina","BBHX63I","HERWIJNEN","jeugdcommissie@herovina.nl","http://www.herovina.nl",
"428","Viola","BBJF489","ALPHEN NB","secretarisviola@gmail.com","http://www.vvviola.nl","013-5082946"
"429","Robur et Velocitas","BBKR21T","APELDOORN","secretaris@roburetvelocitas.nl","http://www.roburetvelocitas.nl","055 5217192"
"430","Cobu Boys","BBBZ77R","AMERSFOORT","devalkjes9@live.nl","http://www.cobuboys.nl",
"431","Vitesse'08","BBJW46O","GENNEP","secretaris@vitesse08.nl","http://www.vitesse08.nl","0485-511890"
"432","ZVZ","FFGG115","LIEVELDE","gerdotenbarge@hotmail.com","http://www.zvz-zieuwent.nl","06-12824537"
"433","DBSV","BBJT11T","MAASTRICHT","secretaris@dbsvredsocks.nl","http://www.dbsvredsocks.nl","0032497910057"
"434","Kennemers (de)","BBFW58Z","BEVERWIJK","secretaris@dekennemers.nl","http://www.dekennemers.nl","06-24731900"
"435","Wapserveen","BBBD98Q","WAPSERVEEN","info@vvwapserveen.nl","http://www.vvwapserveen.nl","0629462328"
"436","Stormvogels ijvv","BBCY982","IJMUIDEN","secretaris@stormvogels.nl","http://www.stormvogels.nl","0655971478"
"437","Deurne","BBJB53L","DEURNE","john.verhees@planet.nl","http://www.svdeurne.nl","0493-399192"
"438","Sportclub Jekerdal","BBJV41E","MAASTRICHT",,,
"439","Dierense Boys","BBKW825","DIEREN","info@dierenscheboys.nl","http://www.dierenscheboys.nl/","0313-414519"
"440","FC Oegstgeest","BBGX71C","OEGSTGEEST","ledenadmin@fcoegstgeest.nl","http://www.fcoegstgeest.nl","06-20323499"
